Gender,Senior Citizen,Partner,Dependents,Tenure Months,Tenure Groups,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Service Count,Contract,Paperless Billing,Payment Method,Monthly Charges,Charge Category,Total Charges,Churn Value,Churn Reason
Male,No,Yes,No,63,61-72,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,6,Two year,No,Electronic check,59.0,Medium,3707.6,0,
Female,No,No,No,3,0-12,Yes,No,DSL,No,No,Yes,No,Yes,Yes,5,One year,Yes,Electronic check,69.95,Medium,220.45,0,
Female,No,No,No,48,37-48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,No,Bank transfer (automatic),24.35,Low,1133.7,0,
Male,No,No,No,66,61-72,No,No phone service,DSL,No,No,No,Yes,No,No,2,One year,No,Credit card (automatic),29.45,Low,1983.15,0,
Female,No,Yes,Yes,68,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,5,Two year,Yes,Credit card (automatic),84.4,Medium,5746.75,0,
Female,No,Yes,No,7,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,20.65,Low,134.05,0,
Male,No,Yes,No,72,61-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,Yes,Bank transfer (automatic),87.1,High,6230.1,0,
Female,No,Yes,No,29,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.85,Low,573.05,0,
Male,No,Yes,No,37,37-48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,5,Month-to-month,Yes,Electronic check,90.35,High,3419.3,0,
Female,No,Yes,No,59,49-60,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,6,One year,No,Mailed check,65.5,Medium,3801.3,0,
Male,Yes,Yes,Yes,60,49-60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4,Month-to-month,Yes,Electronic check,80.95,Medium,4859.1,0,
Female,No,No,No,27,25-36,Yes,No,DSL,No,Yes,No,Yes,No,No,4,Month-to-month,Yes,Mailed check,56.15,Medium,1439.35,0,
Male,No,Yes,No,17,13-24,No,No phone service,DSL,Yes,No,Yes,No,No,No,3,Month-to-month,No,Mailed check,34.4,Low,592.75,0,
Male,No,Yes,No,58,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.75,Low,1185.95,0,
Male,No,Yes,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,18.8,Low,18.8,0,
Female,No,No,No,53,49-60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,6,Month-to-month,No,Electronic check,90.8,High,4921.2,0,
Male,No,No,No,35,25-36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Month-to-month,Yes,Electronic check,25.6,Low,901.25,0,
Male,No,Yes,No,68,61-72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,6,Two year,No,Credit card (automatic),70.8,Medium,4859.95,0,
Male,No,Yes,No,47,37-48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Month-to-month,No,Electronic check,25.4,Low,1139.2,0,
Female,Yes,Yes,No,65,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Month-to-month,Yes,Bank transfer (automatic),108.8,High,7082.45,0,
Female,No,No,No,9,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,76.85,Medium,663.55,0,
Female,No,No,No,8,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.25,Low,174.65,0,
Male,No,No,No,14,13-24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,Yes,Credit card (automatic),24.8,Low,321.7,0,
Female,No,No,No,45,37-48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Month-to-month,Yes,Electronic check,115.65,High,5125.5,0,
Female,No,No,No,8,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Credit card (automatic),74.6,Medium,548.9,0,
Male,No,Yes,Yes,66,61-72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,7,One year,Yes,Bank transfer (automatic),103.15,High,7031.3,0,
Male,No,Yes,No,72,61-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,7,Two year,No,Credit card (automatic),72.1,Medium,5016.65,0,
Female,No,Yes,Yes,23,13-24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Mailed check,25.1,Low,611.45,0,
Female,No,No,No,4,0-12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4,Month-to-month,Yes,Electronic check,80.15,Medium,319.85,0,
Male,No,Yes,Yes,6,0-12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Mailed check,25.4,Low,153.3,0,
Female,Yes,Yes,No,67,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,8,One year,Yes,Credit card (automatic),105.4,High,7035.6,0,
Male,Yes,No,Yes,7,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Mailed check,45.75,Low,344.2,0,
Male,No,Yes,No,56,49-60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,Yes,Mailed check,24.45,Low,1431.65,0,
Female,No,Yes,No,72,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Credit card (automatic),25.0,Low,1849.2,0,
Male,No,Yes,No,72,61-72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,8,Two year,Yes,Electronic check,85.25,High,6083.1,0,
Male,No,Yes,Yes,23,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.6,Low,426.65,0,
Female,No,No,Yes,35,25-36,Yes,Yes,DSL,No,No,No,No,No,No,3,Month-to-month,No,Mailed check,50.15,Medium,1655.35,0,
Male,Yes,Yes,No,27,25-36,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,70.55,Medium,1943.9,0,
Male,No,Yes,No,12,0-12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,No,Mailed check,26.4,Low,314.95,0,
Female,No,No,No,40,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.15,Low,804.85,0,
Male,No,Yes,Yes,7,0-12,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,6,Month-to-month,No,Mailed check,58.85,Medium,465.7,0,
Male,No,Yes,Yes,70,61-72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,6,Month-to-month,Yes,Credit card (automatic),97.55,High,6669.05,0,
Male,No,Yes,Yes,60,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.65,Low,1161.75,0,
Male,No,Yes,No,39,37-48,No,No phone service,DSL,No,No,No,No,No,No,1,One year,Yes,Credit card (automatic),25.25,Low,947.75,0,
Male,No,Yes,No,72,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,No,Credit card (automatic),114.45,High,8375.05,0,
Male,No,Yes,No,54,49-60,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,6,One year,Yes,Electronic check,70.7,Medium,3770.0,0,
Female,No,Yes,No,63,61-72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,7,Two year,No,Credit card (automatic),75.55,Medium,4707.85,0,
Male,No,Yes,Yes,71,61-72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,5,Two year,Yes,Electronic check,84.8,Medium,6152.4,0,
Female,No,No,No,42,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,Yes,Mailed check,20.65,Low,958.1,0,
Male,No,No,No,47,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),20.45,Low,943.0,0,
Male,No,No,No,11,0-12,No,No phone service,DSL,No,Yes,No,Yes,No,No,3,Month-to-month,Yes,Electronic check,35.65,Low,425.1,0,
Female,Yes,Yes,No,55,49-60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,6,Month-to-month,No,Electronic check,90.45,High,5044.8,0,
Male,No,No,No,69,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,7,Two year,Yes,Credit card (automatic),97.65,High,6743.55,0,
Female,Yes,No,No,3,0-12,Yes,No,Fiber optic,No,No,Yes,No,No,No,3,Month-to-month,No,Electronic check,73.85,Medium,196.4,0,
Male,Yes,No,No,30,25-36,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,6,Two year,Yes,Credit card (automatic),69.1,Medium,2093.9,0,
Female,No,No,No,5,0-12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,5,Month-to-month,Yes,Electronic check,82.75,Medium,417.75,0,
Female,No,Yes,No,71,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,Yes,Credit card (automatic),24.4,Low,1725.4,0,
Female,No,No,No,29,25-36,Yes,Yes,DSL,No,Yes,No,No,No,No,4,One year,Yes,Electronic check,55.25,Medium,1620.2,0,
Male,No,Yes,No,52,49-60,Yes,Yes,DSL,No,Yes,No,Yes,No,No,5,Month-to-month,No,Bank transfer (automatic),61.35,Medium,3169.55,0,
Male,No,No,No,68,61-72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,7,One year,No,Credit card (automatic),76.75,Medium,5233.25,0,
Female,No,Yes,Yes,46,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,19.4,Low,967.85,0,
Male,No,No,No,8,0-12,Yes,No,DSL,No,No,No,No,No,Yes,3,Month-to-month,Yes,Credit card (automatic),54.75,Medium,438.05,0,
Male,No,Yes,No,72,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.7,Low,1421.9,0,
Female,No,No,No,17,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Bank transfer (automatic),19.9,Low,323.15,0,
Male,No,No,No,3,0-12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7,Month-to-month,Yes,Electronic check,107.95,High,318.6,0,
Female,Yes,No,No,2,0-12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,4,Month-to-month,Yes,Bank transfer (automatic),83.8,Medium,163.7,0,
Female,No,No,No,51,49-60,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,5,One year,Yes,Credit card (automatic),56.4,Medium,2928.5,0,
Female,No,Yes,Yes,6,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.1,Low,100.35,0,
Female,No,Yes,No,3,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,No,Electronic check,94.9,High,273.2,0,
Female,Yes,No,No,17,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,94.2,High,1608.15,0,
Male,No,Yes,No,30,25-36,Yes,Yes,DSL,No,No,No,No,No,No,3,Month-to-month,No,Electronic check,49.9,Low,1441.95,0,
Male,No,No,No,31,25-36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,6,Month-to-month,Yes,Electronic check,71.05,Medium,2168.15,0,
Female,No,No,No,45,37-48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,7,Two year,No,Bank transfer (automatic),81.65,Medium,3618.7,0,
Male,No,Yes,No,64,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,6,One year,No,Bank transfer (automatic),89.45,High,5692.65,0,
Male,Yes,Yes,Yes,61,61-72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,One year,No,Electronic check,99.0,High,5969.3,0,
Male,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.05,Low,19.05,0,
Male,No,Yes,Yes,72,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,No,Bank transfer (automatic),114.45,High,8100.55,0,
Female,No,Yes,No,7,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Mailed check,44.25,Low,313.45,0,
Female,No,Yes,No,66,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,6,One year,Yes,Bank transfer (automatic),90.55,High,6130.95,0,
Male,No,Yes,Yes,40,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Bank transfer (automatic),20.4,Low,745.3,0,
Male,No,No,No,16,13-24,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,6,Month-to-month,Yes,Bank transfer (automatic),71.4,Medium,1212.1,0,
Male,No,Yes,No,67,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Credit card (automatic),24.85,Low,1583.5,0,
Female,No,Yes,No,41,37-48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,7,One year,Yes,Bank transfer (automatic),104.45,High,4162.05,0,
Female,No,Yes,Yes,56,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Credit card (automatic),19.8,Low,1119.9,0,
Female,No,No,No,72,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,Yes,Bank transfer (automatic),116.45,High,8013.55,0,
Female,No,Yes,No,54,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),20.05,Low,1102.4,0,
Male,Yes,No,No,52,49-60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,Month-to-month,Yes,Electronic check,110.75,High,5832.0,0,
Female,No,No,No,50,49-60,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,5,Two year,Yes,Bank transfer (automatic),89.7,High,4304.5,0,
Male,No,Yes,No,27,25-36,Yes,No,DSL,Yes,No,No,No,No,No,3,One year,No,Credit card (automatic),48.7,Low,1421.75,0,
Female,Yes,Yes,No,72,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,7,Two year,Yes,Bank transfer (automatic),96.6,High,6827.5,0,
Male,No,No,No,62,61-72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,6,One year,Yes,Credit card (automatic),74.3,Medium,4698.05,0,
Female,No,No,No,12,0-12,Yes,No,DSL,No,Yes,No,Yes,No,No,4,Month-to-month,Yes,Electronic check,54.3,Medium,654.5,0,
Female,Yes,No,No,44,37-48,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,6,One year,No,Bank transfer (automatic),74.85,Medium,3268.05,0,
Male,No,Yes,Yes,54,49-60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,4,Two year,Yes,Bank transfer (automatic),79.95,Medium,4362.05,0,
Female,No,No,No,68,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),20.05,Low,1386.9,0,
Male,No,No,No,20,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.4,Low,415.4,0,
Male,No,Yes,No,50,49-60,Yes,Yes,DSL,No,No,Yes,No,No,No,4,One year,No,Bank transfer (automatic),54.9,Medium,2614.1,0,
Male,No,No,No,58,49-60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,Yes,Credit card (automatic),24.45,Low,1513.6,0,
Male,No,Yes,Yes,35,25-36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5,Month-to-month,Yes,Bank transfer (automatic),89.65,High,3161.6,0,
Female,No,No,No,2,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,45.4,Low,80.95,0,
Male,No,Yes,No,63,61-72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,7,Two year,No,Mailed check,75.7,Medium,4676.7,0,
Female,No,Yes,No,58,49-60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8,One year,Yes,Credit card (automatic),110.65,High,6526.65,0,
Female,No,Yes,No,27,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,Yes,Mailed check,20.55,Low,583.3,0,
Female,No,Yes,No,71,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,Yes,Credit card (automatic),115.15,High,8078.1,0,
Female,No,No,No,63,61-72,Yes,No,DSL,No,No,Yes,No,No,Yes,4,One year,No,Credit card (automatic),58.55,Medium,3503.5,0,
Male,No,Yes,No,71,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6,Month-to-month,Yes,Bank transfer (automatic),93.25,High,6669.45,0,
Female,No,Yes,Yes,68,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Bank transfer (automatic),19.35,Low,1292.65,0,
Male,No,Yes,Yes,1,0-12,Yes,No,DSL,Yes,No,No,No,No,No,3,Month-to-month,Yes,Mailed check,48.75,Low,48.75,0,
Male,Yes,No,No,65,61-72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8,Two year,Yes,Electronic check,109.05,High,7108.2,0,
Male,Yes,Yes,No,72,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,Yes,Bank transfer (automatic),25.0,Low,1802.55,0,
Female,No,No,No,28,25-36,Yes,Yes,DSL,No,No,No,Yes,No,No,4,Month-to-month,Yes,Credit card (automatic),54.9,Medium,1505.15,0,
Male,No,Yes,Yes,72,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Credit card (automatic),24.75,Low,1859.1,0,
Female,No,No,No,2,0-12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,5,Month-to-month,Yes,Electronic check,91.15,High,168.5,0,
Male,Yes,Yes,No,60,49-60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,One year,Yes,Electronic check,104.35,High,6339.45,0,
Female,Yes,No,No,26,25-36,Yes,Yes,DSL,No,No,No,Yes,No,Yes,5,Month-to-month,Yes,Electronic check,66.05,Medium,1652.4,0,
Male,No,Yes,No,68,61-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,Yes,Credit card (automatic),92.2,High,6392.85,0,
Female,Yes,Yes,No,42,37-48,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7,One year,Yes,Bank transfer (automatic),105.2,High,4599.15,0,
Female,No,Yes,No,57,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Bank transfer (automatic),19.6,Low,1134.25,0,
Male,No,Yes,No,54,49-60,No,No phone service,DSL,No,Yes,No,No,No,No,2,Month-to-month,No,Electronic check,30.4,Low,1621.35,0,
Female,No,Yes,No,44,37-48,Yes,No,DSL,Yes,Yes,Yes,No,No,No,5,One year,Yes,Mailed check,61.5,Medium,2722.2,0,
Male,No,Yes,Yes,42,37-48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,6,Month-to-month,Yes,Bank transfer (automatic),69.4,Medium,3058.3,0,
Male,No,Yes,Yes,72,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Bank transfer (automatic),24.75,Low,1769.6,0,
Female,No,Yes,No,71,61-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,No,Mailed check,91.05,High,6293.75,0,
Female,No,Yes,No,23,13-24,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,6,Month-to-month,Yes,Credit card (automatic),73.65,Medium,1642.75,0,
Female,No,No,No,30,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.4,Low,578.5,0,
Male,No,No,No,35,25-36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,No,Bank transfer (automatic),26.2,Low,954.9,0,
Male,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Bank transfer (automatic),43.85,Low,43.85,0,
Male,No,No,No,22,13-24,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Mailed check,69.7,Medium,1490.4,0,
Male,No,Yes,No,7,0-12,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,4,Two year,No,Mailed check,38.55,Low,280.0,0,
Female,No,No,No,36,25-36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,6,Two year,Yes,Mailed check,53.1,Medium,1901.25,0,
Female,No,Yes,Yes,34,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.65,Low,716.4,0,
Male,No,Yes,No,72,61-72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,6,Two year,No,Credit card (automatic),64.45,Medium,4720.0,0,
Male,No,Yes,Yes,36,25-36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Credit card (automatic),25.1,Low,930.95,0,
Female,No,Yes,Yes,71,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,7,One year,Yes,Credit card (automatic),95.15,High,6770.85,0,
Female,Yes,No,No,23,13-24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4,Month-to-month,Yes,Mailed check,79.35,Medium,1835.3,0,
Male,No,Yes,No,17,13-24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,One year,Yes,Bank transfer (automatic),96.65,High,1588.25,0,
Male,No,No,No,1,0-12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,6,Month-to-month,Yes,Electronic check,75.5,Medium,75.5,0,
Male,No,Yes,Yes,12,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,19.7,Low,258.35,0,
